Original_Frame_Index,Frame Index,Crystallite_Domain_Size_nm,Peak_Center_q_A_inv,Measured_FWHM_q_A_inv
159,158,56.09363319399908,0.9472445948751795,0.010518031721895485
160,159,55.569206739621336,0.9473539336870477,0.010609253552790557
161,160,58.088483139896496,0.9471631237979664,0.010186689734698384
162,161,56.57981800465359,0.9472567409873304,0.010435033278765016
163,162,56.92925808748976,0.9472206248341661,0.010376290536474077
164,163,53.29869013595494,0.9472069417990597,0.011025749560239575
165,164,57.873962885307364,0.9471405274317708,0.0102211791836792
166,165,59.1204590460347,0.9471736910728594,0.010024423123724462
167,166,58.92946296636163,0.9471975735986408,0.010054007647584467
168,167,53.96452454794719,0.9471296120405162,0.010899839407519834
169,168,55.92643188836887,0.9471201335796298,0.01054692244136956
170,169,59.52385305239038,0.9471826984294691,0.009962590804347849
171,170,57.03111978789224,0.9471828350694997,0.010359308172974032
172,171,58.17790448215622,0.947064493013281,0.010172391391205432
173,172,57.1859148380035,0.9471917245473657,0.010333621445355568
174,173,57.230945540538315,0.947300811639616,0.010326176226785255
175,174,56.15382495525155,0.9472235236562626,0.010507675010092908
176,175,55.057455157533674,0.9471319177511415,0.010700013572612339
177,176,58.30877170780443,0.9472650652816444,0.01015154839879463
178,177,55.759547005835294,0.9473863151953174,0.01057593826980439
179,178,59.36177008462611,0.9473060585867173,0.009987329372252055
180,179,57.14436275573969,0.9470739113639784,0.010340502369311794
181,180,54.330718558993226,0.9473365806906295,0.0108319562315193
182,181,56.404418699041415,0.9471772256102933,0.010464804607344358
183,182,57.44525911932626,0.9472044851573704,0.010290909085363509
184,183,57.63351023337621,0.9471316930164693,0.010260156286334542
185,184,57.49569618898406,0.947182359883759,0.01028264906845247
186,185,55.689282946638436,0.9472295430162424,0.01058820901685708
187,186,57.61056068111587,0.9471639965000084,0.010263894121486632
188,187,54.503936027965175,0.9471233832530916,0.010800175953726973
189,188,54.81151597519762,0.9472179873111184,0.010744258179469017
190,189,57.24519697291819,0.9471399271823019,0.010323822487915541
191,190,57.310579976774065,0.9470779171141096,0.010313039596219948
192,191,54.06764045904241,0.9469413480346176,0.010880627752316489
193,192,57.042051355148054,0.9470120242231773,0.010357489418770176
194,193,58.096784506881114,0.9470864540690539,0.010185360424211141
195,194,58.98193045810099,0.9470768913218336,0.010045860704448663
196,195,54.94317063482017,0.9470379097512993,0.010720522233176124
197,196,56.61861089195462,0.947116943062464,0.010428474719993707
198,197,57.78499033772383,0.9471374777987199,0.010235562103300781
199,198,57.11472787665828,0.9470225565021713,0.01034541620754954
200,199,55.60340674259048,0.9469490586920738,0.010603250037937847
201,200,57.94217034059544,0.9470907084597321,0.010210184256575315
202,201,56.60820907933104,0.9471529223806643,0.010430232394506935
203,202,57.52324218235852,0.9470278559657794,0.010278144270731095
204,203,55.94347597716677,0.9469462157093386,0.010543969167208747
205,204,56.4248212547099,0.9469715416252954,0.010461331683174575
206,205,55.257776177061295,0.9469065998653736,0.010664278128395498
207,206,55.09187287921994,0.9471381520951526,0.010693854546137999
208,207,58.683554980212634,0.9470801132657993,0.010092394057527888
209,208,59.051902986566326,0.9470947067420077,0.010035019180434398
210,209,54.27326929214736,0.9470088140683857,0.010842542991874425
211,210,56.2111515329389,0.9471407051885024,0.010497832748577771
212,211,57.53929184985147,0.9471578996627503,0.010275521624582016
213,212,57.42363890221236,0.9471241784694827,0.010294454433726499
214,213,54.85274227037225,0.947086056949065,0.010736812781383314
215,214,56.15967488786107,0.94720325857055,0.010506669691140709
216,215,58.54387361211691,0.9471812947449487,0.010114348399715667
217,216,56.87151236306014,0.9470706392269725,0.010385946042819042
218,217,53.55675113451049,0.9471168199375362,0.010976564422335718
219,218,56.4558560172858,0.947201255952019,0.01045605395512084
220,219,56.12090235151787,0.9472735371786688,0.010513336872918876
221,220,55.53813470096585,0.9472882628092691,0.010614714647400414
222,221,53.51250408835923,0.9472693556208638,0.0109849627398112
223,222,56.429105109856565,0.9472866235022246,0.010460602817230893
224,223,55.509270315429355,0.9473480346336284,0.010619793430505642
225,224,57.90375292990094,0.9471691758617434,0.010216373755145126
226,225,52.83829272703379,0.9471495759369164,0.011114736564595955
227,226,56.08803616952069,0.9472198884840387,0.01051899593243341
228,227,54.30994064893564,0.9472867367066683,0.010835782503744429
229,228,58.78144245427079,0.9470916628129156,0.010077073569226401
230,229,53.842085327035804,0.9471211516634542,0.010922750402955025
231,230,56.13961864888356,0.9472185234048975,0.01051011729109906
232,231,51.96595192626701,0.9474513932469516,0.01128782846227384
233,232,53.76521037513512,0.9473335588328564,0.010937190692440485
234,233,52.314931175417804,0.9470790662670902,0.011217865601748835
235,234,52.06332489347558,0.947313901636096,0.011268209576121957
236,235,53.28934512324828,0.9473314879685785,0.011027539943017894
237,236,54.1973257012855,0.9472268791370001,0.010856573654132942
238,237,52.98836179499451,0.9472659959112552,0.011085554648961438
239,238,52.36690998513167,0.9471766848964835,0.011207527586728957
240,239,53.30141502007383,0.9472703438438993,0.01102522763050771
241,240,53.53313423565329,0.9472805690847383,0.010981045239555651
242,241,53.22185788116907,0.9473035552178828,0.011040488976491488
243,242,52.600219176804345,0.9471292829108232,0.011161385627038617
244,243,54.614510560764884,0.9472153669280492,0.010779998271766176
245,244,54.50242004667297,0.947245533733216,0.010800453181485611
246,245,53.74557935951508,0.9472320315736092,0.010940885078336774
247,246,55.39940059149584,0.9470322180477955,0.010639175713028316
248,247,54.92205030106046,0.9472300785523126,0.010724322043778295
249,248,55.651884512885225,0.947235307604625,0.010594753332591996
250,249,57.18586377632609,0.9471082211756537,0.0103336298946505
251,250,53.8731195483958,0.9470009811747956,0.010916933011484256
252,251,56.446481280978084,0.9471663528504571,0.010457647572660614
253,252,55.93027797416276,0.9472014482018016,0.01054625585633274
254,253,56.93207353091047,0.9470973537558923,0.010375820295477763
255,254,56.336356353065106,0.9470882469795041,0.010476409124407286
256,255,54.78000802363111,0.9472481186621909,0.010749956311418594
257,256,56.773824500039154,0.9472004040743599,0.010402326752796977
258,257,55.57160431591046,0.94717819093033,0.010608832428508632
259,258,52.993807704710164,0.9472646904880574,0.01108449887725382
260,259,55.69459319125991,0.9471280140332133,0.0105872805234439
261,260,54.69945821365752,0.9472505952752833,0.010764554542634773
262,261,53.302005450803335,0.9472856058105833,0.01102511454552428
263,262,55.85931496256184,0.9471882951120361,0.010558570198739261
264,263,54.652401615785905,0.9471427998939738,0.010773103407011972
265,264,55.86348132457376,0.9472946453083739,0.010557846302814639
266,265,53.633732638429,0.9474172470050259,0.010961987194808542
267,266,55.275905854247945,0.9473208112821846,0.010661057244637768
268,267,51.22810154533632,0.947371984139323,0.01143900158049071
269,268,51.50252272851593,0.9474390901997486,0.011382253750761465
270,269,55.9873202368786,0.9473519774446166,0.010536380753180277
271,270,54.48354170146833,0.947267143531029,0.010803906809824638
272,271,51.73901824866308,0.9472455628178665,0.011333848221792498
273,272,53.13964875900244,0.9473905434975961,0.011056308830974622
274,273,53.143344338685985,0.9473794354657384,0.01105559658531196
275,274,54.199379445608976,0.9473282683761398,0.010856193685548058
