wavelength	counts
247.432	1721.000
248.227	1704.000
249.023	1703.000
249.818	1700.000
250.613	1713.000
251.408	1710.000
252.203	1713.000
252.999	1715.000
253.794	1708.000
254.588	1715.000
255.383	1711.000
256.178	1711.000
256.973	1714.000
257.768	1719.000
258.562	1715.000
259.357	1726.000
260.151	1715.000
260.946	1718.000
261.740	1722.000
262.534	1714.000
263.328	1711.000
264.123	1717.000
264.917	1712.000
265.711	1715.000
266.505	1717.000
267.299	1712.000
268.093	1718.000
268.886	1712.000
269.680	1719.000
270.474	1715.000
271.267	1718.000
272.061	1717.000
272.854	1719.000
273.648	1717.000
274.441	1719.000
275.234	1719.000
276.028	1719.000
276.821	1719.000
277.614	1718.000
278.407	1717.000
279.200	1715.000
279.993	1720.000
280.786	1712.000
281.578	1717.000
282.371	1716.000
283.164	1715.000
283.956	1714.000
284.749	1718.000
285.541	1718.000
286.334	1714.000
287.126	1717.000
287.918	1717.000
288.710	1713.000
289.503	1718.000
290.295	1716.000
291.087	1717.000
291.879	1715.000
292.670	1717.000
293.462	1717.000
294.254	1720.000
295.046	1720.000
295.837	1718.000
296.629	1722.000
297.420	1714.000
298.212	1714.000
299.003	1712.000
299.794	1712.000
300.586	1718.000
301.377	1713.000
302.168	1723.000
302.959	1720.000
303.750	1719.000
304.541	1721.000
305.332	1718.000
306.123	1711.000
306.913	1718.000
307.704	1718.000
308.494	1714.000
309.285	1718.000
310.075	1720.000
310.866	1720.000
311.656	1715.000
312.446	1713.000
313.237	1717.000
314.027	1717.000
314.817	1718.000
315.607	1716.000
316.397	1713.000
317.187	1714.000
317.976	1723.000
318.766	1716.000
319.556	1718.000
320.345	1723.000
321.135	1718.000
321.924	1720.000
322.714	1711.000
323.503	1716.000
324.293	1718.000
325.082	1720.000
325.871	1717.000
326.660	1721.000
327.449	1714.000
328.238	1720.000
329.027	1729.000
329.816	1716.000
330.604	1721.000
331.393	1719.000
332.182	1720.000
332.970	1714.000
333.759	1720.000
334.547	1713.000
335.336	1719.000
336.124	1713.000
336.912	1719.000
337.700	1719.000
338.488	1714.000
339.276	1718.000
340.064	1717.000
340.852	1716.000
341.640	1713.000
342.428	1719.000
343.216	1714.000
344.003	1714.000
344.791	1709.000
345.578	1718.000
346.366	1718.000
347.153	1719.000
347.940	1718.000
348.728	1716.000
349.515	1714.000
350.302	1720.000
351.089	1714.000
351.876	1716.000
352.663	1715.000
353.450	1711.000
354.236	1716.000
355.023	1716.000
355.810	1715.000
356.596	1715.000
357.383	1719.000
358.169	1718.000
358.956	1715.000
359.742	1715.000
360.528	1724.000
361.314	1719.000
362.100	1726.000
362.886	1714.000
363.672	1718.000
364.458	1707.000
365.244	1715.000
366.030	1715.000
366.816	1717.000
367.601	1717.000
368.387	1713.000
369.172	1716.000
369.958	1711.000
370.743	1713.000
371.528	1711.000
372.314	1714.000
373.099	1716.000
373.884	1714.000
374.669	1709.000
375.454	1718.000
376.239	1714.000
377.024	1719.000
377.808	1712.000
378.593	1719.000
379.378	1716.000
380.162	1713.000
380.947	1712.000
381.731	1716.000
382.515	1716.000
383.300	1715.000
384.084	1716.000
384.868	1713.000
385.652	1716.000
386.436	1707.000
387.220	1714.000
388.004	1715.000
388.788	1716.000
389.572	1719.000
390.355	1710.000
391.139	1716.000
391.922	1717.000
392.706	1722.000
393.489	1712.000
394.273	1715.000
395.056	1716.000
395.839	1718.000
396.622	1718.000
397.405	1713.000
398.188	1713.000
398.971	1715.000
399.754	1715.000
400.537	1718.000
401.319	1713.000
402.102	1713.000
402.885	1718.000
403.667	1721.000
404.450	1733.000
405.232	1732.000
406.014	1722.000
406.797	1719.000
407.579	1722.000
408.361	1717.000
409.143	1719.000
409.925	1714.000
410.707	1713.000
411.488	1716.000
412.270	1713.000
413.052	1713.000
413.833	1717.000
414.615	1714.000
415.397	1714.000
416.178	1716.000
416.959	1720.000
417.741	1717.000
418.522	1715.000
419.303	1711.000
420.084	1712.000
420.865	1720.000
421.646	1714.000
422.427	1717.000
423.207	1714.000
423.988	1716.000
424.769	1712.000
425.549	1712.000
426.330	1713.000
427.110	1713.000
427.891	1716.000
428.671	1711.000
429.451	1713.000
430.231	1714.000
431.011	1714.000
431.791	1716.000
