wavelength	counts
247.432	1720.000
248.227	1702.000
249.023	1702.000
249.818	1701.000
250.613	1714.000
251.408	1711.000
252.203	1705.000
252.999	1711.000
253.794	1713.000
254.588	1713.000
255.383	1711.000
256.178	1715.000
256.973	1712.000
257.768	1717.000
258.562	1716.000
259.357	1713.000
260.151	1716.000
260.946	1714.000
261.740	1719.000
262.534	1718.000
263.328	1711.000
264.123	1716.000
264.917	1714.000
265.711	1715.000
266.505	1718.000
267.299	1714.000
268.093	1716.000
268.886	1718.000
269.680	1715.000
270.474	1716.000
271.267	1721.000
272.061	1714.000
272.854	1724.000
273.648	1716.000
274.441	1720.000
275.234	1713.000
276.028	1716.000
276.821	1719.000
277.614	1710.000
278.407	1717.000
279.200	1716.000
279.993	1716.000
280.786	1713.000
281.578	1719.000
282.371	1712.000
283.164	1719.000
283.956	1715.000
284.749	1714.000
285.541	1717.000
286.334	1716.000
287.126	1712.000
287.918	1718.000
288.710	1712.000
289.503	1714.000
290.295	1717.000
291.087	1712.000
291.879	1717.000
292.670	1717.000
293.462	1719.000
294.254	1716.000
295.046	1720.000
295.837	1718.000
296.629	1719.000
297.420	1714.000
298.212	1716.000
299.003	1717.000
299.794	1716.000
300.586	1713.000
301.377	1716.000
302.168	1717.000
302.959	1722.000
303.750	1716.000
304.541	1716.000
305.332	1718.000
306.123	1713.000
306.913	1714.000
307.704	1717.000
308.494	1715.000
309.285	1718.000
310.075	1718.000
310.866	1718.000
311.656	1716.000
312.446	1714.000
313.237	1715.000
314.027	1713.000
314.817	1721.000
315.607	1713.000
316.397	1717.000
317.187	1720.000
317.976	1720.000
318.766	1720.000
319.556	1719.000
320.345	1717.000
321.135	1715.000
321.924	1727.000
322.714	1717.000
323.503	1726.000
324.293	1714.000
325.082	1718.000
325.871	1725.000
326.660	1716.000
327.449	1713.000
328.238	1714.000
329.027	1728.000
329.816	1713.000
330.604	1719.000
331.393	1718.000
332.182	1718.000
332.970	1716.000
333.759	1713.000
334.547	1716.000
335.336	1716.000
336.124	1715.000
336.912	1717.000
337.700	1717.000
338.488	1718.000
339.276	1718.000
340.064	1716.000
340.852	1718.000
341.640	1717.000
342.428	1719.000
343.216	1718.000
344.003	1723.000
344.791	1713.000
345.578	1717.000
346.366	1714.000
347.153	1723.000
347.940	1718.000
348.728	1716.000
349.515	1716.000
350.302	1721.000
351.089	1718.000
351.876	1716.000
352.663	1716.000
353.450	1716.000
354.236	1721.000
355.023	1716.000
355.810	1720.000
356.596	1716.000
357.383	1721.000
358.169	1713.000
358.956	1721.000
359.742	1716.000
360.528	1713.000
361.314	1718.000
362.100	1718.000
362.886	1714.000
363.672	1719.000
364.458	1715.000
365.244	1715.000
366.030	1716.000
366.816	1718.000
367.601	1716.000
368.387	1716.000
369.172	1713.000
369.958	1717.000
