wavelength	counts
247.432	1719.000
248.227	1706.000
249.023	1702.000
249.818	1703.000
250.613	1712.000
251.408	1715.000
252.203	1711.000
252.999	1716.000
253.794	1715.000
254.588	1715.000
255.383	1717.000
256.178	1709.000
256.973	1717.000
257.768	1711.000
258.562	1716.000
259.357	1714.000
260.151	1717.000
260.946	1716.000
261.740	1716.000
262.534	1719.000
263.328	1712.000
264.123	1716.000
264.917	1712.000
265.711	1714.000
266.505	1717.000
267.299	1715.000
268.093	1716.000
268.886	1720.000
269.680	1716.000
270.474	1720.000
271.267	1714.000
272.061	1717.000
272.854	1720.000
273.648	1716.000
274.441	1717.000
275.234	1714.000
276.028	1718.000
276.821	1722.000
277.614	1716.000
278.407	1712.000
279.200	1716.000
279.993	1715.000
280.786	1716.000
281.578	1719.000
282.371	1715.000
283.164	1716.000
283.956	1717.000
284.749	1719.000
285.541	1719.000
286.334	1718.000
287.126	1721.000
287.918	1715.000
288.710	1716.000
289.503	1711.000
290.295	1718.000
291.087	1714.000
291.879	1718.000
292.670	1714.000
293.462	1717.000
294.254	1724.000
295.046	1716.000
295.837	1721.000
296.629	1721.000
297.420	1718.000
298.212	1712.000
299.003	1716.000
299.794	1714.000
300.586	1720.000
301.377	1716.000
302.168	1724.000
302.959	1719.000
303.750	1713.000
304.541	1717.000
305.332	1714.000
306.123	1716.000
306.913	1719.000
307.704	1717.000
308.494	1716.000
309.285	1719.000
310.075	1715.000
310.866	1718.000
311.656	1717.000
312.446	1718.000
313.237	1715.000
314.027	1713.000
314.817	1715.000
315.607	1712.000
316.397	1720.000
317.187	1716.000
317.976	1720.000
318.766	1720.000
319.556	1718.000
320.345	1720.000
321.135	1720.000
321.924	1722.000
322.714	1719.000
323.503	1719.000
324.293	1716.000
325.082	1718.000
325.871	1720.000
326.660	1718.000
327.449	1716.000
328.238	1721.000
329.027	1728.000
329.816	1714.000
330.604	1715.000
331.393	1716.000
332.182	1720.000
332.970	1717.000
333.759	1718.000
334.547	1719.000
335.336	1716.000
336.124	1711.000
336.912	1718.000
337.700	1717.000
338.488	1722.000
339.276	1722.000
340.064	1712.000
340.852	1719.000
341.640	1720.000
342.428	1720.000
343.216	1718.000
344.003	1723.000
344.791	1714.000
345.578	1716.000
346.366	1720.000
347.153	1718.000
347.940	1719.000
348.728	1718.000
349.515	1714.000
350.302	1714.000
351.089	1721.000
351.876	1723.000
352.663	1720.000
353.450	1711.000
354.236	1714.000
355.023	1715.000
355.810	1714.000
356.596	1716.000
357.383	1716.000
358.169	1721.000
358.956	1721.000
359.742	1715.000
360.528	1717.000
361.314	1719.000
362.100	1719.000
362.886	1716.000
363.672	1720.000
364.458	1714.000
365.244	1718.000
366.030	1717.000
366.816	1716.000
367.601	1715.000
368.387	1717.000
369.172	1713.000
369.958	1711.000
370.743	1716.000
371.528	1720.000
372.314	1711.000
373.099	1718.000
373.884	1715.000
374.669	1721.000
375.454	1716.000
376.239	1717.000
377.024	1719.000
377.808	1717.000
378.593	1712.000
379.378	1718.000
380.162	1718.000
380.947	1716.000
381.731	1716.000
382.515	1715.000
383.300	1714.000
384.084	1719.000
384.868	1721.000
385.652	1715.000
386.436	1716.000
387.220	1722.000
388.004	1715.000
388.788	1710.000
389.572	1720.000
390.355	1718.000
391.139	1715.000
391.922	1716.000
392.706	1723.000
393.489	1715.000
