wavelength	counts
247.432	1720.000
248.227	1705.000
249.023	1705.000
249.818	1699.000
250.613	1710.000
251.408	1707.000
252.203	1705.000
252.999	1716.000
253.794	1711.000
254.588	1713.000
255.383	1714.000
256.178	1714.000
256.973	1713.000
257.768	1719.000
258.562	1713.000
259.357	1714.000
260.151	1714.000
260.946	1715.000
261.740	1719.000
262.534	1712.000
263.328	1714.000
264.123	1717.000
264.917	1715.000
265.711	1715.000
266.505	1717.000
267.299	1713.000
268.093	1715.000
268.886	1714.000
269.680	1719.000
270.474	1717.000
271.267	1719.000
272.061	1716.000
272.854	1715.000
273.648	1709.000
274.441	1717.000
275.234	1720.000
276.028	1721.000
276.821	1713.000
277.614	1714.000
278.407	1716.000
279.200	1720.000
279.993	1716.000
280.786	1715.000
281.578	1717.000
282.371	1715.000
283.164	1717.000
283.956	1713.000
284.749	1714.000
285.541	1716.000
286.334	1719.000
287.126	1711.000
287.918	1716.000
288.710	1718.000
289.503	1722.000
290.295	1713.000
291.087	1720.000
291.879	1717.000
292.670	1720.000
293.462	1716.000
294.254	1716.000
295.046	1719.000
295.837	1716.000
296.629	1719.000
297.420	1721.000
298.212	1720.000
299.003	1716.000
299.794	1717.000
300.586	1716.000
301.377	1716.000
302.168	1719.000
302.959	1718.000
303.750	1714.000
304.541	1718.000
305.332	1717.000
306.123	1717.000
306.913	1716.000
307.704	1717.000
308.494	1716.000
309.285	1715.000
310.075	1715.000
310.866	1718.000
311.656	1721.000
312.446	1714.000
313.237	1716.000
314.027	1716.000
314.817	1717.000
315.607	1715.000
316.397	1717.000
317.187	1716.000
317.976	1720.000
318.766	1717.000
319.556	1723.000
320.345	1717.000
321.135	1719.000
321.924	1714.000
322.714	1717.000
323.503	1720.000
324.293	1717.000
325.082	1720.000
325.871	1718.000
326.660	1712.000
327.449	1712.000
328.238	1717.000
329.027	1725.000
329.816	1719.000
330.604	1719.000
331.393	1714.000
332.182	1722.000
332.970	1717.000
333.759	1717.000
334.547	1718.000
335.336	1714.000
336.124	1708.000
336.912	1717.000
337.700	1715.000
338.488	1715.000
339.276	1714.000
340.064	1719.000
340.852	1717.000
341.640	1715.000
342.428	1718.000
343.216	1722.000
344.003	1719.000
344.791	1708.000
345.578	1717.000
346.366	1716.000
347.153	1720.000
347.940	1714.000
348.728	1712.000
349.515	1712.000
350.302	1719.000
351.089	1715.000
351.876	1720.000
352.663	1718.000
353.450	1713.000
354.236	1710.000
355.023	1718.000
355.810	1716.000
356.596	1717.000
357.383	1717.000
358.169	1720.000
358.956	1720.000
359.742	1712.000
360.528	1718.000
361.314	1716.000
362.100	1725.000
362.886	1718.000
363.672	1721.000
364.458	1708.000
365.244	1715.000
366.030	1712.000
366.816	1717.000
367.601	1712.000
368.387	1715.000
369.172	1717.000
369.958	1715.000
370.743	1717.000
371.528	1714.000
372.314	1716.000
373.099	1714.000
373.884	1719.000
374.669	1716.000
375.454	1720.000
376.239	1716.000
377.024	1715.000
377.808	1719.000
378.593	1716.000
379.378	1718.000
380.162	1717.000
380.947	1714.000
381.731	1719.000
382.515	1714.000
383.300	1716.000
384.084	1716.000
384.868	1710.000
385.652	1721.000
386.436	1712.000
387.220	1719.000
388.004	1717.000
388.788	1715.000
389.572	1715.000
390.355	1718.000
391.139	1715.000
391.922	1715.000
392.706	1716.000
393.489	1715.000
394.273	1717.000
395.056	1714.000
395.839	1713.000
396.622	1713.000
397.405	1717.000
398.188	1717.000
398.971	1715.000
399.754	1719.000
400.537	1721.000
401.319	1711.000
402.102	1717.000
402.885	1725.000
403.667	1742.000
404.450	1775.000
405.232	1786.000
406.014	1754.000
406.797	1717.000
407.579	1719.000
408.361	1715.000
409.143	1712.000
409.925	1711.000
410.707	1713.000
411.488	1717.000
412.270	1717.000
413.052	1720.000
413.833	1716.000
414.615	1716.000
415.397	1718.000
416.178	1720.000
416.959	1711.000
417.741	1717.000
418.522	1714.000
419.303	1714.000
420.084	1714.000
420.865	1719.000
421.646	1711.000
422.427	1718.000
423.207	1714.000
423.988	1717.000
424.769	1713.000
425.549	1718.000
426.330	1718.000
427.110	1718.000
427.891	1716.000
428.671	1719.000
429.451	1723.000
430.231	1717.000
431.011	1719.000
431.791	1712.000
432.571	1714.000
433.351	1712.000
434.131	1717.000
434.911	1715.000
435.690	1716.000
436.470	1719.000
437.250	1719.000
438.029	1717.000
438.808	1717.000
439.588	1714.000
440.367	1724.000
441.146	1720.000
441.925	1717.000
442.704	1723.000
443.483	1716.000
444.262	1714.000
445.041	1711.000
445.820	1718.000
446.598	1720.000
447.377	1721.000
448.156	1720.000
448.934	1732.000
449.712	1728.000
450.491	1723.000
451.269	1729.000
452.047	1729.000
452.825	1725.000
453.603	1730.000
454.381	1726.000
455.159	1727.000
455.937	1728.000
456.715	1729.000
457.493	1726.000
458.270	1721.000
459.048	1719.000
459.825	1720.000
460.603	1723.000
461.380	1723.000
462.157	1729.000
462.934	1719.000
463.712	1721.000
464.489	1718.000
465.266	1727.000
466.043	1716.000
466.819	1723.000
467.596	1717.000
468.373	1717.000
469.150	1723.000
469.926	1717.000
470.703	1718.000
471.479	1719.000
472.255	1724.000
473.032	1720.000
473.808	1722.000
474.584	1715.000
475.360	1719.000
476.136	1716.000
476.912	1717.000
477.688	1714.000
478.464	1719.000
479.239	1714.000
480.015	1716.000
480.790	1719.000
481.566	1721.000
482.341	1721.000
483.117	1716.000
483.892	1719.000
484.667	1719.000
485.442	1712.000
486.217	1712.000
486.992	1719.000
487.767	1720.000
488.542	1719.000
489.317	1721.000
490.091	1721.000
490.866	1720.000
491.641	1721.000
492.415	1716.000
493.190	1715.000
493.964	1715.000
494.738	1715.000
495.512	1719.000
496.286	1718.000
497.060	1713.000
497.834	1721.000
498.608	1719.000
499.382	1713.000
500.156	1718.000
500.930	1717.000
501.703	1715.000
502.477	1719.000
503.250	1718.000
504.024	1716.000
504.797	1716.000
505.570	1718.000
506.343	1716.000
507.116	1719.000
507.889	1717.000
508.662	1721.000
509.435	1720.000
510.208	1722.000
510.981	1719.000
511.754	1715.000
512.526	1720.000
513.299	1721.000
514.071	1721.000
514.843	1720.000
515.616	1725.000
516.388	1720.000
517.160	1724.000
517.932	1722.000
518.704	1725.000
519.476	1724.000
520.248	1718.000
521.020	1725.000
521.791	1723.000
522.563	1722.000
523.335	1727.000
524.106	1720.000
524.878	1720.000
525.649	1717.000
526.420	1722.000
527.191	1725.000
527.963	1723.000
528.734	1724.000
529.505	1724.000
530.275	1724.000
531.046	1717.000
531.817	1722.000
532.588	1723.000
533.358	1730.000
534.129	1721.000
534.899	1726.000
535.670	1725.000
536.440	1728.000
537.210	1725.000
537.980	1726.000
538.750	1729.000
539.520	1723.000
540.290	1722.000
541.060	1723.000
541.830	1730.000
542.600	1730.000
543.369	1731.000
544.139	1726.000
544.909	1725.000
545.678	1729.000
546.447	1731.000
547.217	1729.000
547.986	1730.000
548.755	1722.000
549.524	1727.000
550.293	1728.000
551.062	1732.000
551.831	1729.000
552.599	1729.000
553.368	1721.000
554.137	1735.000
554.905	1724.000
555.674	1730.000
556.442	1729.000
557.210	1729.000
557.979	1723.000
558.747	1724.000
559.515	1729.000
560.283	1722.000
561.051	1725.000
561.819	1723.000
562.586	1723.000
563.354	1729.000
564.122	1731.000
564.889	1731.000
565.657	1730.000
566.424	1727.000
567.191	1727.000
567.959	1731.000
568.726	1727.000
569.493	1733.000
570.260	1730.000
571.027	1724.000
571.794	1727.000
572.561	1726.000
573.327	1727.000
574.094	1731.000
574.860	1729.000
575.627	1724.000
576.393	1727.000
577.160	1727.000
577.926	1732.000
578.692	1731.000
579.458	1729.000
580.224	1732.000
580.990	1726.000
581.756	1723.000
582.522	1726.000
583.288	1731.000
584.053	1724.000
584.819	1728.000
585.585	1731.000
586.350	1724.000
587.115	1729.000
587.881	1727.000
588.646	1730.000
589.411	1728.000
590.176	1728.000
590.941	1731.000
591.706	1726.000
592.471	1725.000
593.235	1727.000
594.000	1729.000
594.765	1724.000
595.529	1728.000
596.294	1740.000
597.058	1731.000
597.822	1724.000
598.587	1726.000
599.351	1730.000
600.115	1730.000
600.879	1725.000
601.643	1723.000
602.406	1729.000
603.170	1727.000
603.934	1733.000
604.698	1726.000
605.461	1726.000
606.224	1720.000
606.988	1730.000
