wavelength	counts
247.432	1720.000
248.227	1704.000
249.023	1701.000
249.818	1701.000
250.613	1711.000
251.408	1712.000
252.203	1711.000
252.999	1711.000
253.794	1713.000
254.588	1713.000
255.383	1715.000
256.178	1711.000
256.973	1716.000
257.768	1714.000
258.562	1710.000
259.357	1717.000
260.151	1716.000
260.946	1720.000
261.740	1716.000
262.534	1718.000
263.328	1718.000
264.123	1718.000
264.917	1716.000
265.711	1717.000
266.505	1711.000
267.299	1715.000
268.093	1714.000
268.886	1717.000
269.680	1715.000
270.474	1718.000
271.267	1714.000
272.061	1718.000
272.854	1716.000
273.648	1713.000
274.441	1717.000
275.234	1723.000
276.028	1714.000
276.821	1719.000
277.614	1717.000
278.407	1721.000
279.200	1718.000
279.993	1713.000
280.786	1720.000
281.578	1720.000
282.371	1716.000
283.164	1710.000
283.956	1719.000
284.749	1717.000
285.541	1715.000
286.334	1721.000
287.126	1714.000
287.918	1715.000
288.710	1716.000
289.503	1721.000
290.295	1714.000
291.087	1714.000
291.879	1718.000
292.670	1717.000
293.462	1718.000
294.254	1717.000
295.046	1720.000
295.837	1717.000
296.629	1715.000
297.420	1712.000
298.212	1715.000
299.003	1718.000
299.794	1714.000
300.586	1717.000
301.377	1715.000
302.168	1718.000
302.959	1718.000
303.750	1714.000
304.541	1720.000
305.332	1712.000
306.123	1718.000
306.913	1715.000
307.704	1720.000
308.494	1717.000
309.285	1716.000
310.075	1715.000
310.866	1721.000
311.656	1715.000
312.446	1718.000
313.237	1718.000
314.027	1717.000
314.817	1718.000
315.607	1716.000
316.397	1717.000
317.187	1714.000
317.976	1719.000
318.766	1717.000
319.556	1719.000
320.345	1716.000
321.135	1716.000
321.924	1717.000
322.714	1712.000
323.503	1720.000
324.293	1713.000
325.082	1716.000
325.871	1721.000
326.660	1724.000
327.449	1715.000
328.238	1720.000
329.027	1722.000
329.816	1713.000
330.604	1718.000
331.393	1721.000
332.182	1721.000
332.970	1714.000
333.759	1721.000
334.547	1720.000
335.336	1717.000
336.124	1717.000
336.912	1715.000
337.700	1718.000
338.488	1717.000
339.276	1717.000
340.064	1719.000
340.852	1712.000
341.640	1719.000
342.428	1716.000
343.216	1723.000
344.003	1718.000
344.791	1715.000
345.578	1722.000
346.366	1724.000
347.153	1717.000
347.940	1716.000
348.728	1716.000
349.515	1719.000
350.302	1718.000
351.089	1716.000
351.876	1714.000
352.663	1717.000
353.450	1713.000
354.236	1709.000
355.023	1721.000
355.810	1714.000
356.596	1717.000
357.383	1711.000
358.169	1719.000
358.956	1718.000
359.742	1714.000
360.528	1717.000
361.314	1719.000
362.100	1716.000
362.886	1716.000
363.672	1722.000
364.458	1716.000
365.244	1716.000
366.030	1716.000
366.816	1718.000
367.601	1711.000
368.387	1715.000
369.172	1712.000
369.958	1719.000
370.743	1717.000
371.528	1715.000
372.314	1714.000
373.099	1718.000
373.884	1711.000
374.669	1717.000
375.454	1719.000
376.239	1719.000
377.024	1717.000
377.808	1716.000
378.593	1716.000
379.378	1716.000
380.162	1717.000
380.947	1712.000
381.731	1721.000
382.515	1717.000
383.300	1716.000
384.084	1712.000
384.868	1714.000
385.652	1713.000
386.436	1712.000
387.220	1715.000
388.004	1710.000
388.788	1715.000
389.572	1717.000
390.355	1716.000
391.139	1715.000
391.922	1714.000
