wavelength	counts
247.432	1716.000
248.227	1707.000
249.023	1704.000
249.818	1705.000
250.613	1704.000
251.408	1710.000
252.203	1713.000
252.999	1710.000
253.794	1715.000
254.588	1711.000
255.383	1717.000
256.178	1708.000
256.973	1716.000
257.768	1710.000
258.562	1716.000
259.357	1715.000
260.151	1719.000
260.946	1712.000
261.740	1724.000
262.534	1717.000
263.328	1716.000
264.123	1720.000
264.917	1718.000
265.711	1712.000
266.505	1718.000
267.299	1712.000
268.093	1713.000
268.886	1717.000
269.680	1719.000
270.474	1718.000
271.267	1713.000
272.061	1718.000
272.854	1724.000
273.648	1711.000
274.441	1721.000
275.234	1723.000
276.028	1715.000
276.821	1723.000
277.614	1716.000
278.407	1718.000
279.200	1718.000
279.993	1713.000
280.786	1713.000
281.578	1716.000
282.371	1721.000
283.164	1713.000
283.956	1713.000
284.749	1717.000
285.541	1720.000
286.334	1719.000
287.126	1719.000
287.918	1713.000
288.710	1718.000
289.503	1714.000
290.295	1717.000
291.087	1718.000
291.879	1719.000
292.670	1712.000
293.462	1718.000
294.254	1714.000
295.046	1715.000
295.837	1718.000
296.629	1720.000
297.420	1719.000
298.212	1720.000
299.003	1715.000
299.794	1715.000
300.586	1719.000
301.377	1713.000
302.168	1716.000
302.959	1717.000
303.750	1718.000
304.541	1718.000
305.332	1716.000
306.123	1716.000
306.913	1715.000
307.704	1718.000
308.494	1713.000
309.285	1716.000
310.075	1711.000
310.866	1723.000
311.656	1720.000
312.446	1723.000
313.237	1715.000
314.027	1719.000
314.817	1715.000
315.607	1714.000
316.397	1716.000
317.187	1715.000
317.976	1721.000
318.766	1717.000
319.556	1717.000
320.345	1719.000
321.135	1716.000
321.924	1718.000
322.714	1724.000
323.503	1714.000
324.293	1718.000
325.082	1716.000
325.871	1724.000
326.660	1718.000
327.449	1723.000
328.238	1722.000
329.027	1728.000
329.816	1717.000
330.604	1716.000
331.393	1718.000
332.182	1721.000
332.970	1720.000
333.759	1711.000
334.547	1720.000
335.336	1716.000
336.124	1715.000
336.912	1717.000
337.700	1721.000
338.488	1716.000
339.276	1722.000
340.064	1718.000
340.852	1722.000
341.640	1717.000
342.428	1715.000
343.216	1721.000
344.003	1718.000
344.791	1717.000
345.578	1716.000
346.366	1718.000
347.153	1716.000
347.940	1716.000
348.728	1715.000
349.515	1719.000
350.302	1716.000
351.089	1718.000
351.876	1716.000
352.663	1716.000
353.450	1715.000
354.236	1715.000
355.023	1718.000
355.810	1716.000
356.596	1715.000
357.383	1714.000
358.169	1718.000
358.956	1718.000
359.742	1712.000
360.528	1717.000
361.314	1713.000
362.100	1718.000
362.886	1714.000
363.672	1719.000
364.458	1714.000
365.244	1717.000
366.030	1721.000
366.816	1715.000
367.601	1715.000
368.387	1715.000
369.172	1715.000
369.958	1717.000
370.743	1712.000
371.528	1712.000
372.314	1713.000
373.099	1715.000
373.884	1710.000
374.669	1715.000
375.454	1715.000
376.239	1717.000
377.024	1720.000
377.808	1716.000
378.593	1710.000
379.378	1719.000
380.162	1715.000
380.947	1714.000
381.731	1713.000
382.515	1715.000
383.300	1716.000
384.084	1717.000
