wavelength	counts
247.432	1722.000
248.227	1701.000
249.023	1700.000
249.818	1700.000
250.613	1711.000
251.408	1708.000
252.203	1714.000
252.999	1709.000
253.794	1712.000
254.588	1712.000
255.383	1713.000
256.178	1711.000
256.973	1714.000
257.768	1716.000
258.562	1719.000
259.357	1718.000
260.151	1715.000
260.946	1716.000
261.740	1723.000
262.534	1718.000
263.328	1719.000
264.123	1720.000
264.917	1714.000
265.711	1712.000
266.505	1710.000
267.299	1715.000
268.093	1716.000
268.886	1721.000
269.680	1717.000
270.474	1717.000
271.267	1719.000
272.061	1719.000
272.854	1724.000
273.648	1711.000
274.441	1721.000
275.234	1718.000
276.028	1726.000
276.821	1724.000
277.614	1718.000
278.407	1713.000
279.200	1718.000
279.993	1711.000
280.786	1717.000
281.578	1713.000
282.371	1714.000
283.164	1718.000
283.956	1717.000
284.749	1717.000
285.541	1716.000
286.334	1720.000
287.126	1715.000
287.918	1718.000
288.710	1713.000
289.503	1715.000
290.295	1711.000
291.087	1718.000
291.879	1717.000
292.670	1715.000
293.462	1716.000
294.254	1718.000
295.046	1720.000
295.837	1717.000
296.629	1721.000
297.420	1714.000
298.212	1716.000
299.003	1720.000
299.794	1718.000
300.586	1713.000
301.377	1720.000
302.168	1715.000
302.959	1718.000
303.750	1717.000
304.541	1719.000
305.332	1718.000
306.123	1719.000
306.913	1722.000
307.704	1714.000
308.494	1715.000
309.285	1713.000
310.075	1720.000
310.866	1716.000
311.656	1715.000
312.446	1714.000
313.237	1720.000
314.027	1712.000
314.817	1719.000
315.607	1712.000
316.397	1716.000
317.187	1715.000
317.976	1720.000
318.766	1719.000
319.556	1719.000
320.345	1722.000
321.135	1720.000
321.924	1723.000
322.714	1713.000
323.503	1719.000
324.293	1716.000
325.082	1718.000
325.871	1717.000
326.660	1720.000
327.449	1713.000
328.238	1723.000
329.027	1724.000
329.816	1722.000
330.604	1715.000
331.393	1722.000
332.182	1718.000
332.970	1717.000
333.759	1714.000
334.547	1718.000
335.336	1717.000
336.124	1712.000
336.912	1719.000
337.700	1720.000
338.488	1724.000
339.276	1716.000
340.064	1715.000
340.852	1717.000
341.640	1716.000
342.428	1720.000
343.216	1721.000
344.003	1718.000
344.791	1717.000
345.578	1719.000
346.366	1716.000
347.153	1718.000
347.940	1716.000
348.728	1714.000
349.515	1714.000
350.302	1718.000
351.089	1713.000
351.876	1719.000
352.663	1719.000
353.450	1717.000
354.236	1713.000
355.023	1719.000
355.810	1715.000
356.596	1714.000
357.383	1716.000
358.169	1715.000
358.956	1721.000
359.742	1710.000
360.528	1716.000
361.314	1717.000
362.100	1721.000
362.886	1714.000
363.672	1720.000
364.458	1711.000
365.244	1719.000
366.030	1712.000
366.816	1716.000
367.601	1710.000
368.387	1712.000
369.172	1715.000
369.958	1714.000
370.743	1715.000
371.528	1713.000
372.314	1711.000
373.099	1710.000
373.884	1714.000
374.669	1713.000
375.454	1717.000
376.239	1713.000
377.024	1718.000
377.808	1710.000
378.593	1718.000
379.378	1718.000
380.162	1715.000
380.947	1711.000
381.731	1718.000
382.515	1716.000
383.300	1715.000
384.084	1713.000
384.868	1719.000
385.652	1715.000
386.436	1717.000
387.220	1723.000
388.004	1718.000
388.788	1718.000
389.572	1713.000
390.355	1720.000
391.139	1715.000
391.922	1717.000
392.706	1715.000
393.489	1716.000
394.273	1717.000
395.056	1714.000
395.839	1710.000
396.622	1718.000
397.405	1719.000
398.188	1712.000
398.971	1717.000
399.754	1715.000
400.537	1714.000
401.319	1722.000
402.102	1720.000
402.885	1718.000
403.667	1744.000
404.450	1771.000
405.232	1794.000
406.014	1752.000
406.797	1726.000
407.579	1720.000
408.361	1716.000
409.143	1717.000
409.925	1717.000
410.707	1711.000
411.488	1718.000
412.270	1716.000
413.052	1716.000
413.833	1718.000
414.615	1715.000
415.397	1714.000
416.178	1715.000
416.959	1714.000
417.741	1719.000
418.522	1712.000
419.303	1715.000
420.084	1714.000
420.865	1725.000
421.646	1718.000
422.427	1718.000
423.207	1718.000
423.988	1707.000
424.769	1716.000
425.549	1716.000
426.330	1719.000
427.110	1717.000
427.891	1713.000
428.671	1713.000
429.451	1714.000
430.231	1718.000
431.011	1716.000
431.791	1712.000
432.571	1713.000
433.351	1716.000
434.131	1715.000
434.911	1720.000
435.690	1714.000
436.470	1717.000
437.250	1718.000
438.029	1721.000
438.808	1716.000
439.588	1715.000
440.367	1718.000
441.146	1718.000
441.925	1716.000
442.704	1716.000
443.483	1723.000
444.262	1718.000
445.041	1716.000
445.820	1718.000
446.598	1720.000
447.377	1716.000
448.156	1720.000
448.934	1729.000
449.712	1726.000
450.491	1724.000
451.269	1724.000
452.047	1731.000
452.825	1729.000
453.603	1731.000
454.381	1729.000
455.159	1733.000
455.937	1725.000
456.715	1728.000
457.493	1726.000
458.270	1727.000
459.048	1723.000
459.825	1725.000
460.603	1716.000
461.380	1721.000
462.157	1728.000
462.934	1719.000
463.712	1719.000
464.489	1725.000
465.266	1729.000
466.043	1720.000
466.819	1720.000
467.596	1719.000
468.373	1720.000
469.150	1718.000
469.926	1721.000
470.703	1725.000
471.479	1720.000
472.255	1723.000
473.032	1716.000
473.808	1722.000
474.584	1720.000
475.360	1719.000
476.136	1717.000
476.912	1719.000
477.688	1714.000
478.464	1719.000
479.239	1710.000
480.015	1718.000
480.790	1714.000
481.566	1714.000
482.341	1717.000
483.117	1714.000
483.892	1719.000
484.667	1721.000
485.442	1716.000
486.217	1711.000
486.992	1717.000
487.767	1722.000
488.542	1723.000
489.317	1716.000
490.091	1716.000
490.866	1717.000
491.641	1720.000
492.415	1716.000
493.190	1720.000
493.964	1718.000
494.738	1720.000
495.512	1719.000
496.286	1717.000
497.060	1719.000
497.834	1717.000
498.608	1721.000
499.382	1717.000
500.156	1717.000
500.930	1717.000
501.703	1718.000
502.477	1719.000
503.250	1717.000
504.024	1715.000
504.797	1718.000
505.570	1720.000
506.343	1718.000
507.116	1720.000
507.889	1717.000
508.662	1716.000
509.435	1728.000
510.208	1723.000
510.981	1719.000
511.754	1716.000
512.526	1721.000
513.299	1723.000
514.071	1714.000
514.843	1719.000
515.616	1726.000
516.388	1726.000
517.160	1721.000
517.932	1718.000
518.704	1723.000
519.476	1721.000
520.248	1719.000
521.020	1725.000
521.791	1720.000
522.563	1721.000
523.335	1722.000
524.106	1725.000
524.878	1724.000
525.649	1725.000
526.420	1728.000
527.191	1722.000
527.963	1728.000
528.734	1725.000
529.505	1724.000
530.275	1719.000
531.046	1726.000
531.817	1723.000
532.588	1729.000
533.358	1722.000
534.129	1729.000
534.899	1727.000
535.670	1731.000
536.440	1726.000
537.210	1727.000
537.980	1727.000
538.750	1723.000
539.520	1734.000
540.290	1717.000
541.060	1724.000
541.830	1724.000
542.600	1731.000
543.369	1725.000
544.139	1725.000
544.909	1727.000
545.678	1733.000
546.447	1724.000
547.217	1729.000
547.986	1728.000
548.755	1728.000
549.524	1726.000
550.293	1727.000
551.062	1726.000
551.831	1727.000
552.599	1734.000
553.368	1722.000
554.137	1731.000
554.905	1724.000
555.674	1728.000
556.442	1725.000
557.210	1727.000
557.979	1721.000
558.747	1723.000
559.515	1726.000
560.283	1728.000
561.051	1727.000
561.819	1728.000
562.586	1729.000
563.354	1726.000
564.122	1728.000
564.889	1727.000
565.657	1730.000
566.424	1728.000
567.191	1730.000
567.959	1725.000
568.726	1726.000
569.493	1725.000
570.260	1728.000
571.027	1725.000
571.794	1734.000
572.561	1730.000
573.327	1732.000
574.094	1731.000
574.860	1724.000
575.627	1725.000
576.393	1731.000
577.160	1730.000
577.926	1732.000
578.692	1732.000
579.458	1722.000
580.224	1734.000
580.990	1725.000
581.756	1729.000
582.522	1729.000
583.288	1730.000
584.053	1727.000
584.819	1729.000
585.585	1731.000
586.350	1723.000
