wavelength	counts
247.432	1723.000
248.227	1708.000
249.023	1704.000
249.818	1700.000
250.613	1711.000
251.408	1703.000
252.203	1710.000
252.999	1713.000
253.794	1714.000
254.588	1715.000
255.383	1717.000
256.178	1707.000
256.973	1714.000
257.768	1717.000
258.562	1712.000
259.357	1717.000
260.151	1717.000
260.946	1719.000
261.740	1714.000
262.534	1717.000
263.328	1720.000
264.123	1719.000
264.917	1711.000
265.711	1715.000
266.505	1716.000
267.299	1712.000
268.093	1713.000
268.886	1717.000
269.680	1716.000
270.474	1716.000
271.267	1718.000
272.061	1721.000
272.854	1717.000
273.648	1713.000
274.441	1720.000
275.234	1716.000
276.028	1721.000
276.821	1718.000
277.614	1716.000
278.407	1719.000
279.200	1716.000
279.993	1714.000
280.786	1713.000
281.578	1715.000
282.371	1715.000
283.164	1717.000
283.956	1714.000
284.749	1719.000
285.541	1711.000
286.334	1721.000
287.126	1715.000
287.918	1717.000
288.710	1713.000
289.503	1720.000
290.295	1721.000
291.087	1714.000
291.879	1715.000
292.670	1720.000
293.462	1714.000
294.254	1717.000
295.046	1719.000
295.837	1718.000
296.629	1719.000
297.420	1717.000
298.212	1717.000
299.003	1717.000
299.794	1711.000
300.586	1715.000
301.377	1718.000
302.168	1717.000
302.959	1721.000
303.750	1720.000
304.541	1718.000
305.332	1714.000
306.123	1714.000
306.913	1719.000
307.704	1718.000
308.494	1717.000
309.285	1713.000
310.075	1715.000
310.866	1717.000
311.656	1719.000
312.446	1718.000
313.237	1721.000
314.027	1712.000
314.817	1716.000
315.607	1713.000
316.397	1719.000
317.187	1715.000
317.976	1724.000
318.766	1717.000
319.556	1721.000
320.345	1716.000
321.135	1714.000
321.924	1718.000
322.714	1717.000
323.503	1718.000
324.293	1714.000
325.082	1719.000
325.871	1717.000
326.660	1722.000
327.449	1719.000
328.238	1724.000
329.027	1720.000
329.816	1718.000
330.604	1718.000
331.393	1716.000
332.182	1726.000
332.970	1716.000
333.759	1718.000
334.547	1719.000
335.336	1721.000
336.124	1713.000
336.912	1717.000
337.700	1721.000
338.488	1713.000
339.276	1719.000
340.064	1721.000
340.852	1717.000
341.640	1713.000
342.428	1716.000
343.216	1720.000
344.003	1720.000
344.791	1710.000
345.578	1716.000
346.366	1721.000
347.153	1717.000
347.940	1720.000
