wavelength	counts
247.432	1721.000
248.227	1707.000
249.023	1703.000
249.818	1700.000
250.613	1715.000
251.408	1706.000
252.203	1706.000
252.999	1707.000
253.794	1708.000
254.588	1713.000
255.383	1710.000
256.178	1711.000
256.973	1718.000
257.768	1716.000
258.562	1713.000
259.357	1712.000
260.151	1712.000
260.946	1722.000
261.740	1719.000
262.534	1717.000
263.328	1717.000
264.123	1716.000
264.917	1722.000
265.711	1709.000
266.505	1713.000
267.299	1714.000
268.093	1710.000
268.886	1713.000
269.680	1719.000
270.474	1717.000
271.267	1715.000
272.061	1721.000
272.854	1720.000
273.648	1717.000
274.441	1719.000
275.234	1719.000
276.028	1722.000
276.821	1720.000
277.614	1713.000
278.407	1718.000
279.200	1716.000
279.993	1715.000
280.786	1711.000
281.578	1723.000
282.371	1716.000
283.164	1716.000
283.956	1712.000
284.749	1716.000
285.541	1724.000
286.334	1717.000
287.126	1713.000
287.918	1717.000
288.710	1719.000
289.503	1717.000
290.295	1717.000
291.087	1714.000
291.879	1718.000
292.670	1717.000
293.462	1718.000
294.254	1716.000
295.046	1720.000
295.837	1718.000
296.629	1723.000
297.420	1714.000
298.212	1718.000
299.003	1714.000
299.794	1719.000
300.586	1717.000
301.377	1713.000
302.168	1717.000
302.959	1722.000
303.750	1717.000
304.541	1721.000
305.332	1720.000
306.123	1714.000
306.913	1716.000
307.704	1715.000
308.494	1717.000
309.285	1718.000
310.075	1719.000
310.866	1717.000
311.656	1721.000
312.446	1715.000
313.237	1716.000
314.027	1716.000
314.817	1716.000
315.607	1715.000
316.397	1715.000
317.187	1720.000
317.976	1717.000
318.766	1714.000
319.556	1715.000
320.345	1718.000
321.135	1716.000
321.924	1722.000
322.714	1715.000
323.503	1718.000
324.293	1718.000
325.082	1719.000
325.871	1724.000
326.660	1723.000
327.449	1715.000
328.238	1716.000
329.027	1725.000
329.816	1717.000
330.604	1718.000
331.393	1715.000
332.182	1722.000
332.970	1712.000
333.759	1719.000
334.547	1718.000
335.336	1718.000
336.124	1709.000
336.912	1718.000
