wavelength	counts
247.432	1721.000
248.227	1705.000
249.023	1700.000
249.818	1704.000
250.613	1707.000
251.408	1707.000
252.203	1709.000
252.999	1710.000
253.794	1718.000
254.588	1714.000
255.383	1716.000
256.178	1713.000
256.973	1714.000
257.768	1716.000
258.562	1712.000
259.357	1715.000
260.151	1718.000
260.946	1712.000
261.740	1717.000
262.534	1717.000
263.328	1716.000
264.123	1713.000
264.917	1719.000
265.711	1714.000
266.505	1715.000
267.299	1715.000
268.093	1714.000
268.886	1720.000
269.680	1715.000
270.474	1715.000
271.267	1714.000
272.061	1719.000
272.854	1719.000
273.648	1719.000
274.441	1719.000
275.234	1719.000
276.028	1715.000
276.821	1721.000
277.614	1713.000
278.407	1714.000
279.200	1716.000
279.993	1714.000
280.786	1715.000
281.578	1719.000
282.371	1717.000
283.164	1707.000
283.956	1716.000
284.749	1721.000
285.541	1721.000
286.334	1716.000
287.126	1712.000
287.918	1709.000
288.710	1717.000
289.503	1717.000
290.295	1717.000
291.087	1717.000
291.879	1714.000
292.670	1713.000
293.462	1716.000
294.254	1714.000
295.046	1721.000
295.837	1720.000
296.629	1718.000
297.420	1718.000
298.212	1712.000
299.003	1719.000
299.794	1718.000
300.586	1717.000
301.377	1714.000
302.168	1716.000
302.959	1718.000
303.750	1717.000
304.541	1717.000
305.332	1715.000
306.123	1715.000
306.913	1712.000
307.704	1717.000
308.494	1713.000
309.285	1719.000
310.075	1717.000
310.866	1719.000
311.656	1717.000
312.446	1719.000
313.237	1717.000
314.027	1712.000
314.817	1713.000
315.607	1717.000
316.397	1716.000
317.187	1718.000
317.976	1717.000
318.766	1712.000
319.556	1718.000
320.345	1721.000
321.135	1720.000
321.924	1726.000
322.714	1724.000
323.503	1719.000
324.293	1718.000
325.082	1715.000
325.871	1721.000
326.660	1718.000
327.449	1718.000
328.238	1716.000
329.027	1729.000
329.816	1717.000
330.604	1719.000
331.393	1723.000
332.182	1717.000
332.970	1719.000
333.759	1713.000
334.547	1722.000
335.336	1714.000
336.124	1715.000
336.912	1717.000
337.700	1723.000
338.488	1717.000
339.276	1724.000
340.064	1718.000
340.852	1719.000
341.640	1712.000
342.428	1716.000
343.216	1722.000
344.003	1722.000
344.791	1712.000
345.578	1717.000
346.366	1719.000
347.153	1717.000
347.940	1717.000
348.728	1712.000
349.515	1717.000
350.302	1719.000
351.089	1718.000
351.876	1719.000
352.663	1721.000
353.450	1708.000
354.236	1714.000
355.023	1716.000
355.810	1717.000
356.596	1714.000
357.383	1712.000
358.169	1720.000
358.956	1718.000
359.742	1717.000
360.528	1719.000
361.314	1718.000
362.100	1716.000
362.886	1717.000
363.672	1718.000
364.458	1714.000
365.244	1716.000
366.030	1719.000
366.816	1716.000
367.601	1710.000
368.387	1718.000
369.172	1712.000
369.958	1714.000
370.743	1712.000
371.528	1716.000
372.314	1717.000
373.099	1722.000
373.884	1715.000
374.669	1718.000
375.454	1718.000
376.239	1714.000
377.024	1717.000
377.808	1713.000
378.593	1717.000
379.378	1716.000
380.162	1719.000
380.947	1710.000
381.731	1716.000
382.515	1717.000
383.300	1715.000
384.084	1711.000
384.868	1717.000
385.652	1718.000
386.436	1716.000
387.220	1713.000
388.004	1711.000
388.788	1717.000
389.572	1721.000
390.355	1715.000
391.139	1719.000
391.922	1713.000
392.706	1714.000
393.489	1713.000
394.273	1712.000
395.056	1718.000
395.839	1713.000
396.622	1718.000
397.405	1712.000
398.188	1718.000
398.971	1711.000
399.754	1716.000
400.537	1714.000
401.319	1715.000
402.102	1715.000
402.885	1720.000
403.667	1717.000
404.450	1732.000
405.232	1733.000
406.014	1722.000
406.797	1721.000
407.579	1714.000
408.361	1720.000
409.143	1716.000
409.925	1724.000
410.707	1709.000
411.488	1716.000
412.270	1709.000
413.052	1715.000
413.833	1710.000
414.615	1713.000
415.397	1714.000
416.178	1718.000
416.959	1712.000
417.741	1718.000
418.522	1716.000
419.303	1713.000
420.084	1717.000
420.865	1721.000
421.646	1718.000
422.427	1716.000
423.207	1720.000
423.988	1715.000
424.769	1713.000
425.549	1719.000
426.330	1716.000
427.110	1716.000
427.891	1713.000
428.671	1714.000
