wavelength	counts
247.432	1719.000
248.227	1708.000
249.023	1703.000
249.818	1698.000
250.613	1709.000
251.408	1711.000
252.203	1713.000
252.999	1714.000
253.794	1711.000
254.588	1714.000
255.383	1710.000
256.178	1710.000
256.973	1711.000
257.768	1714.000
258.562	1715.000
259.357	1711.000
260.151	1717.000
260.946	1719.000
261.740	1722.000
262.534	1717.000
263.328	1717.000
264.123	1721.000
264.917	1712.000
265.711	1713.000
266.505	1716.000
267.299	1712.000
268.093	1714.000
268.886	1714.000
269.680	1716.000
270.474	1715.000
271.267	1717.000
272.061	1719.000
272.854	1719.000
273.648	1714.000
274.441	1720.000
275.234	1720.000
276.028	1716.000
276.821	1723.000
277.614	1717.000
278.407	1716.000
279.200	1720.000
279.993	1718.000
280.786	1714.000
281.578	1720.000
282.371	1718.000
283.164	1716.000
283.956	1719.000
284.749	1717.000
285.541	1720.000
286.334	1717.000
287.126	1716.000
287.918	1719.000
288.710	1717.000
289.503	1717.000
290.295	1720.000
291.087	1720.000
291.879	1718.000
292.670	1717.000
293.462	1719.000
294.254	1715.000
295.046	1717.000
295.837	1717.000
296.629	1716.000
297.420	1717.000
298.212	1719.000
299.003	1716.000
299.794	1712.000
300.586	1719.000
301.377	1715.000
302.168	1723.000
302.959	1717.000
303.750	1723.000
304.541	1719.000
305.332	1718.000
306.123	1715.000
306.913	1715.000
307.704	1719.000
308.494	1721.000
309.285	1711.000
310.075	1716.000
310.866	1720.000
311.656	1719.000
312.446	1715.000
313.237	1714.000
314.027	1715.000
314.817	1713.000
315.607	1718.000
316.397	1716.000
317.187	1716.000
317.976	1715.000
318.766	1719.000
319.556	1715.000
320.345	1723.000
321.135	1720.000
321.924	1722.000
322.714	1722.000
323.503	1717.000
324.293	1718.000
325.082	1716.000
325.871	1720.000
326.660	1725.000
327.449	1720.000
328.238	1725.000
329.027	1728.000
329.816	1720.000
330.604	1720.000
331.393	1715.000
332.182	1721.000
332.970	1714.000
333.759	1714.000
334.547	1721.000
335.336	1721.000
336.124	1709.000
336.912	1716.000
337.700	1717.000
338.488	1720.000
339.276	1722.000
340.064	1719.000
340.852	1719.000
341.640	1715.000
342.428	1718.000
343.216	1718.000
344.003	1723.000
344.791	1714.000
345.578	1720.000
346.366	1719.000
347.153	1720.000
347.940	1719.000
348.728	1718.000
349.515	1723.000
350.302	1718.000
351.089	1716.000
351.876	1718.000
352.663	1713.000
353.450	1715.000
354.236	1718.000
355.023	1713.000
355.810	1718.000
356.596	1719.000
357.383	1718.000
358.169	1715.000
358.956	1719.000
359.742	1711.000
360.528	1720.000
361.314	1717.000
362.100	1715.000
362.886	1717.000
363.672	1720.000
364.458	1714.000
365.244	1713.000
366.030	1715.000
366.816	1716.000
367.601	1713.000
368.387	1712.000
369.172	1717.000
369.958	1712.000
370.743	1720.000
371.528	1712.000
372.314	1715.000
373.099	1714.000
373.884	1723.000
374.669	1712.000
375.454	1717.000
376.239	1716.000
377.024	1716.000
377.808	1718.000
378.593	1717.000
379.378	1721.000
