wavelength	counts
247.432	1721.000
248.227	1706.000
249.023	1700.000
249.818	1700.000
250.613	1711.000
251.408	1708.000
252.203	1707.000
252.999	1713.000
253.794	1710.000
254.588	1712.000
255.383	1712.000
256.178	1715.000
256.973	1713.000
257.768	1713.000
258.562	1711.000
259.357	1713.000
260.151	1715.000
260.946	1718.000
261.740	1719.000
262.534	1716.000
263.328	1714.000
264.123	1715.000
264.917	1720.000
265.711	1714.000
266.505	1714.000
267.299	1713.000
268.093	1714.000
268.886	1714.000
269.680	1720.000
270.474	1714.000
271.267	1717.000
272.061	1721.000
272.854	1717.000
273.648	1714.000
274.441	1722.000
275.234	1717.000
276.028	1722.000
276.821	1722.000
277.614	1711.000
278.407	1717.000
279.200	1719.000
279.993	1712.000
280.786	1716.000
281.578	1715.000
282.371	1721.000
283.164	1712.000
283.956	1714.000
284.749	1720.000
285.541	1716.000
286.334	1721.000
287.126	1719.000
287.918	1710.000
288.710	1717.000
289.503	1716.000
290.295	1718.000
291.087	1711.000
291.879	1721.000
292.670	1716.000
293.462	1715.000
294.254	1720.000
295.046	1720.000
295.837	1716.000
296.629	1720.000
297.420	1714.000
298.212	1718.000
299.003	1715.000
299.794	1715.000
300.586	1719.000
301.377	1718.000
302.168	1721.000
302.959	1714.000
303.750	1716.000
304.541	1719.000
305.332	1718.000
306.123	1717.000
306.913	1715.000
307.704	1715.000
308.494	1717.000
309.285	1720.000
310.075	1715.000
310.866	1716.000
311.656	1721.000
312.446	1716.000
313.237	1714.000
314.027	1712.000
314.817	1714.000
315.607	1712.000
316.397	1721.000
317.187	1722.000
317.976	1721.000
318.766	1719.000
319.556	1717.000
320.345	1718.000
321.135	1720.000
321.924	1718.000
322.714	1716.000
323.503	1725.000
324.293	1718.000
325.082	1720.000
325.871	1715.000
326.660	1719.000
327.449	1719.000
328.238	1713.000
329.027	1726.000
329.816	1716.000
330.604	1718.000
331.393	1717.000
332.182	1723.000
332.970	1718.000
333.759	1715.000
334.547	1720.000
335.336	1716.000
336.124	1711.000
336.912	1719.000
337.700	1716.000
338.488	1719.000
339.276	1723.000
340.064	1714.000
340.852	1718.000
341.640	1716.000
342.428	1720.000
343.216	1718.000
344.003	1719.000
344.791	1712.000
345.578	1722.000
346.366	1717.000
347.153	1716.000
347.940	1717.000
348.728	1717.000
349.515	1717.000
350.302	1714.000
351.089	1716.000
351.876	1717.000
352.663	1716.000
353.450	1713.000
354.236	1719.000
355.023	1715.000
355.810	1716.000
356.596	1719.000
357.383	1715.000
358.169	1716.000
358.956	1721.000
359.742	1712.000
360.528	1716.000
361.314	1716.000
362.100	1721.000
362.886	1716.000
363.672	1722.000
364.458	1711.000
365.244	1713.000
366.030	1719.000
366.816	1716.000
367.601	1719.000
368.387	1719.000
369.172	1717.000
369.958	1717.000
370.743	1717.000
371.528	1714.000
372.314	1715.000
373.099	1716.000
373.884	1717.000
374.669	1709.000
375.454	1719.000
376.239	1711.000
377.024	1717.000
377.808	1716.000
378.593	1716.000
379.378	1719.000
380.162	1719.000
380.947	1716.000
381.731	1713.000
382.515	1716.000
383.300	1713.000
384.084	1717.000
384.868	1722.000
385.652	1718.000
386.436	1714.000
387.220	1722.000
388.004	1716.000
388.788	1718.000
389.572	1715.000
390.355	1713.000
391.139	1719.000
391.922	1713.000
392.706	1721.000
393.489	1711.000
394.273	1716.000
395.056	1714.000
395.839	1721.000
396.622	1713.000
397.405	1715.000
398.188	1715.000
398.971	1710.000
399.754	1718.000
400.537	1714.000
401.319	1715.000
402.102	1718.000
402.885	1732.000
403.667	1739.000
404.450	1780.000
405.232	1793.000
406.014	1749.000
406.797	1723.000
407.579	1717.000
408.361	1713.000
409.143	1716.000
409.925	1714.000
410.707	1714.000
411.488	1716.000
412.270	1716.000
413.052	1717.000
413.833	1711.000
414.615	1715.000
415.397	1714.000
416.178	1717.000
416.959	1718.000
417.741	1716.000
418.522	1710.000
419.303	1713.000
420.084	1714.000
420.865	1718.000
421.646	1713.000
422.427	1709.000
423.207	1714.000
423.988	1713.000
424.769	1719.000
425.549	1716.000
426.330	1715.000
427.110	1714.000
427.891	1715.000
428.671	1716.000
429.451	1716.000
430.231	1722.000
431.011	1719.000
431.791	1717.000
432.571	1716.000
433.351	1714.000
434.131	1720.000
434.911	1713.000
435.690	1718.000
436.470	1718.000
437.250	1713.000
438.029	1717.000
438.808	1715.000
439.588	1719.000
440.367	1720.000
441.146	1719.000
441.925	1713.000
442.704	1721.000
443.483	1715.000
444.262	1720.000
445.041	1714.000
445.820	1721.000
446.598	1721.000
447.377	1720.000
448.156	1716.000
448.934	1732.000
449.712	1729.000
450.491	1727.000
451.269	1726.000
452.047	1724.000
452.825	1727.000
453.603	1730.000
454.381	1729.000
455.159	1726.000
455.937	1727.000
456.715	1717.000
457.493	1728.000
458.270	1723.000
459.048	1721.000
459.825	1723.000
460.603	1724.000
461.380	1722.000
462.157	1724.000
462.934	1721.000
463.712	1726.000
464.489	1727.000
465.266	1722.000
466.043	1718.000
466.819	1718.000
467.596	1717.000
468.373	1717.000
469.150	1718.000
469.926	1717.000
470.703	1727.000
471.479	1718.000
472.255	1721.000
473.032	1718.000
473.808	1719.000
474.584	1714.000
475.360	1714.000
476.136	1719.000
476.912	1718.000
477.688	1721.000
478.464	1719.000
479.239	1718.000
480.015	1718.000
480.790	1717.000
481.566	1716.000
482.341	1723.000
483.117	1714.000
483.892	1721.000
484.667	1717.000
485.442	1716.000
486.217	1711.000
486.992	1724.000
487.767	1721.000
488.542	1722.000
489.317	1724.000
490.091	1714.000
490.866	1715.000
491.641	1721.000
492.415	1722.000
493.190	1718.000
493.964	1722.000
494.738	1718.000
495.512	1719.000
496.286	1715.000
497.060	1711.000
497.834	1724.000
498.608	1724.000
499.382	1721.000
500.156	1721.000
500.930	1720.000
501.703	1717.000
502.477	1715.000
503.250	1725.000
504.024	1721.000
504.797	1719.000
505.570	1718.000
506.343	1718.000
507.116	1725.000
507.889	1715.000
508.662	1717.000
509.435	1723.000
510.208	1719.000
510.981	1717.000
511.754	1718.000
512.526	1718.000
513.299	1723.000
514.071	1720.000
514.843	1724.000
515.616	1727.000
516.388	1722.000
517.160	1723.000
517.932	1721.000
518.704	1727.000
519.476	1724.000
520.248	1722.000
521.020	1727.000
521.791	1727.000
522.563	1721.000
523.335	1722.000
524.106	1725.000
524.878	1720.000
525.649	1727.000
526.420	1720.000
527.191	1720.000
527.963	1725.000
528.734	1727.000
529.505	1721.000
530.275	1723.000
531.046	1723.000
531.817	1725.000
532.588	1724.000
533.358	1725.000
534.129	1729.000
534.899	1727.000
535.670	1723.000
536.440	1723.000
537.210	1724.000
537.980	1725.000
538.750	1728.000
539.520	1726.000
540.290	1724.000
541.060	1722.000
541.830	1729.000
542.600	1726.000
543.369	1733.000
544.139	1724.000
544.909	1726.000
545.678	1729.000
546.447	1729.000
547.217	1726.000
547.986	1734.000
548.755	1727.000
549.524	1725.000
550.293	1725.000
551.062	1727.000
551.831	1723.000
552.599	1724.000
553.368	1725.000
554.137	1728.000
554.905	1724.000
555.674	1729.000
556.442	1729.000
557.210	1729.000
557.979	1724.000
558.747	1727.000
559.515	1731.000
560.283	1726.000
561.051	1726.000
561.819	1728.000
562.586	1732.000
563.354	1726.000
564.122	1725.000
564.889	1733.000
565.657	1729.000
566.424	1731.000
567.191	1731.000
567.959	1731.000
568.726	1728.000
569.493	1726.000
570.260	1727.000
571.027	1729.000
571.794	1732.000
572.561	1727.000
573.327	1730.000
574.094	1726.000
574.860	1729.000
575.627	1728.000
576.393	1732.000
577.160	1724.000
577.926	1739.000
578.692	1728.000
579.458	1731.000
580.224	1727.000
580.990	1731.000
581.756	1725.000
582.522	1725.000
583.288	1732.000
584.053	1732.000
584.819	1734.000
585.585	1735.000
586.350	1726.000
587.115	1727.000
587.881	1724.000
588.646	1730.000
589.411	1727.000
590.176	1726.000
590.941	1729.000
591.706	1724.000
592.471	1726.000
593.235	1728.000
594.000	1729.000
594.765	1720.000
595.529	1726.000
596.294	1735.000
597.058	1734.000
597.822	1724.000
598.587	1728.000
599.351	1726.000
600.115	1735.000
600.879	1721.000
601.643	1725.000
602.406	1725.000
603.170	1728.000
603.934	1727.000
604.698	1724.000
605.461	1729.000
606.224	1727.000
606.988	1730.000
607.751	1729.000
608.514	1726.000
609.278	1725.000
610.041	1729.000
610.804	1729.000
611.566	1730.000
612.329	1730.000
613.092	1727.000
613.855	1730.000
614.617	1724.000
615.380	1728.000
616.142	1724.000
616.905	1724.000
617.667	1721.000
618.429	1724.000
619.191	1729.000
619.953	1725.000
620.715	1720.000
621.477	1729.000
622.239	1718.000
623.001	1727.000
623.763	1722.000
624.524	1722.000
625.286	1723.000
626.047	1719.000
626.808	1721.000
627.570	1719.000
628.331	1722.000
629.092	1720.000
629.853	1722.000
630.614	1725.000
631.375	1722.000
632.136	1720.000
632.896	1718.000
633.657	1720.000
634.418	1718.000
635.178	1719.000
635.939	1723.000
636.699	1722.000
637.459	1723.000
638.219	1723.000
638.980	1716.000
639.740	1716.000
640.500	1717.000
641.260	1721.000
