wavelength	counts
247.432	1720.000
248.227	1704.000
249.023	1698.000
249.818	1699.000
250.613	1711.000
251.408	1711.000
252.203	1713.000
252.999	1710.000
253.794	1712.000
254.588	1719.000
255.383	1714.000
256.178	1703.000
256.973	1717.000
257.768	1709.000
258.562	1710.000
259.357	1712.000
260.151	1715.000
260.946	1717.000
261.740	1721.000
262.534	1715.000
263.328	1721.000
264.123	1714.000
264.917	1716.000
265.711	1714.000
266.505	1717.000
267.299	1716.000
268.093	1718.000
268.886	1719.000
269.680	1720.000
270.474	1718.000
271.267	1713.000
272.061	1721.000
272.854	1719.000
273.648	1716.000
274.441	1720.000
275.234	1717.000
276.028	1717.000
276.821	1719.000
277.614	1717.000
278.407	1717.000
279.200	1719.000
279.993	1710.000
280.786	1722.000
281.578	1711.000
282.371	1717.000
283.164	1713.000
283.956	1716.000
284.749	1713.000
285.541	1720.000
286.334	1714.000
287.126	1718.000
287.918	1719.000
288.710	1717.000
289.503	1716.000
290.295	1717.000
291.087	1714.000
291.879	1719.000
292.670	1721.000
293.462	1711.000
294.254	1719.000
295.046	1718.000
295.837	1719.000
296.629	1717.000
297.420	1720.000
298.212	1719.000
299.003	1720.000
299.794	1716.000
300.586	1719.000
301.377	1713.000
302.168	1717.000
302.959	1717.000
303.750	1718.000
304.541	1720.000
305.332	1715.000
306.123	1720.000
306.913	1714.000
307.704	1719.000
308.494	1715.000
309.285	1717.000
310.075	1719.000
310.866	1725.000
311.656	1720.000
312.446	1718.000
313.237	1715.000
314.027	1710.000
314.817	1716.000
315.607	1716.000
316.397	1721.000
317.187	1718.000
317.976	1719.000
318.766	1715.000
319.556	1718.000
320.345	1719.000
321.135	1717.000
321.924	1717.000
322.714	1721.000
323.503	1717.000
324.293	1715.000
325.082	1718.000
325.871	1718.000
326.660	1720.000
327.449	1720.000
328.238	1719.000
329.027	1727.000
329.816	1715.000
330.604	1715.000
331.393	1719.000
332.182	1720.000
332.970	1716.000
333.759	1719.000
334.547	1724.000
335.336	1718.000
336.124	1718.000
336.912	1716.000
337.700	1721.000
338.488	1720.000
339.276	1719.000
340.064	1712.000
340.852	1719.000
341.640	1715.000
342.428	1717.000
343.216	1721.000
344.003	1715.000
344.791	1716.000
345.578	1718.000
346.366	1714.000
347.153	1719.000
347.940	1721.000
348.728	1716.000
349.515	1718.000
350.302	1720.000
351.089	1715.000
351.876	1721.000
352.663	1718.000
353.450	1715.000
354.236	1719.000
355.023	1719.000
355.810	1720.000
356.596	1717.000
357.383	1719.000
358.169	1717.000
358.956	1718.000
359.742	1715.000
360.528	1719.000
361.314	1717.000
362.100	1713.000
362.886	1720.000
363.672	1717.000
364.458	1718.000
365.244	1712.000
366.030	1720.000
366.816	1714.000
367.601	1716.000
368.387	1712.000
369.172	1716.000
369.958	1718.000
370.743	1712.000
371.528	1715.000
372.314	1716.000
373.099	1717.000
373.884	1714.000
374.669	1719.000
375.454	1719.000
376.239	1722.000
377.024	1721.000
377.808	1717.000
378.593	1712.000
379.378	1720.000
380.162	1713.000
380.947	1713.000
381.731	1715.000
382.515	1718.000
383.300	1722.000
384.084	1714.000
384.868	1717.000
385.652	1714.000
386.436	1715.000
387.220	1717.000
388.004	1715.000
388.788	1717.000
389.572	1716.000
390.355	1712.000
391.139	1716.000
391.922	1717.000
