wavelength	counts
247.432	1722.000
248.227	1706.000
249.023	1702.000
249.818	1701.000
250.613	1710.000
251.408	1711.000
252.203	1713.000
252.999	1707.000
253.794	1712.000
254.588	1714.000
255.383	1714.000
256.178	1710.000
256.973	1713.000
257.768	1711.000
258.562	1718.000
259.357	1715.000
260.151	1712.000
260.946	1719.000
261.740	1716.000
262.534	1711.000
263.328	1711.000
264.123	1713.000
264.917	1715.000
265.711	1714.000
266.505	1717.000
267.299	1716.000
268.093	1715.000
268.886	1715.000
269.680	1715.000
270.474	1718.000
271.267	1713.000
272.061	1722.000
272.854	1716.000
273.648	1714.000
274.441	1721.000
275.234	1717.000
276.028	1715.000
276.821	1714.000
277.614	1710.000
278.407	1716.000
279.200	1716.000
279.993	1711.000
280.786	1717.000
281.578	1720.000
282.371	1720.000
283.164	1715.000
283.956	1716.000
284.749	1714.000
285.541	1719.000
286.334	1722.000
287.126	1714.000
287.918	1713.000
288.710	1719.000
289.503	1723.000
290.295	1716.000
291.087	1712.000
291.879	1713.000
292.670	1722.000
293.462	1714.000
294.254	1716.000
295.046	1718.000
295.837	1718.000
296.629	1718.000
297.420	1718.000
298.212	1718.000
299.003	1719.000
299.794	1709.000
300.586	1716.000
301.377	1717.000
302.168	1719.000
302.959	1721.000
303.750	1714.000
304.541	1717.000
305.332	1716.000
306.123	1716.000
306.913	1715.000
307.704	1719.000
308.494	1717.000
309.285	1718.000
310.075	1719.000
310.866	1724.000
311.656	1718.000
312.446	1714.000
313.237	1719.000
314.027	1712.000
314.817	1717.000
315.607	1714.000
316.397	1718.000
317.187	1713.000
317.976	1718.000
318.766	1718.000
319.556	1722.000
320.345	1714.000
321.135	1722.000
321.924	1721.000
322.714	1718.000
323.503	1718.000
324.293	1715.000
325.082	1718.000
325.871	1719.000
326.660	1721.000
327.449	1722.000
328.238	1720.000
329.027	1727.000
329.816	1720.000
330.604	1713.000
331.393	1724.000
332.182	1720.000
332.970	1721.000
333.759	1712.000
334.547	1717.000
335.336	1714.000
336.124	1718.000
336.912	1716.000
337.700	1721.000
338.488	1721.000
339.276	1720.000
340.064	1715.000
340.852	1716.000
341.640	1718.000
342.428	1718.000
343.216	1723.000
344.003	1716.000
344.791	1715.000
345.578	1719.000
346.366	1723.000
347.153	1720.000
347.940	1715.000
348.728	1714.000
349.515	1714.000
350.302	1716.000
351.089	1720.000
351.876	1715.000
352.663	1720.000
353.450	1711.000
354.236	1713.000
355.023	1721.000
355.810	1712.000
356.596	1719.000
357.383	1716.000
358.169	1718.000
358.956	1719.000
359.742	1718.000
360.528	1714.000
361.314	1720.000
362.100	1716.000
362.886	1711.000
363.672	1717.000
364.458	1713.000
365.244	1716.000
366.030	1715.000
366.816	1719.000
367.601	1716.000
368.387	1718.000
369.172	1714.000
369.958	1719.000
370.743	1720.000
371.528	1718.000
372.314	1714.000
373.099	1722.000
373.884	1713.000
374.669	1715.000
375.454	1716.000
376.239	1717.000
377.024	1721.000
377.808	1716.000
378.593	1713.000
379.378	1715.000
380.162	1713.000
380.947	1711.000
381.731	1715.000
382.515	1715.000
383.300	1718.000
384.084	1714.000
384.868	1718.000
385.652	1720.000
386.436	1717.000
387.220	1718.000
388.004	1717.000
388.788	1714.000
389.572	1717.000
390.355	1718.000
391.139	1714.000
391.922	1716.000
392.706	1718.000
393.489	1713.000
394.273	1712.000
395.056	1717.000
395.839	1714.000
396.622	1717.000
397.405	1713.000
398.188	1714.000
398.971	1718.000
399.754	1715.000
400.537	1714.000
401.319	1719.000
402.102	1719.000
402.885	1725.000
403.667	1739.000
404.450	1776.000
405.232	1797.000
406.014	1750.000
406.797	1723.000
407.579	1721.000
408.361	1716.000
409.143	1720.000
409.925	1719.000
410.707	1715.000
411.488	1719.000
412.270	1718.000
413.052	1715.000
413.833	1715.000
414.615	1713.000
415.397	1711.000
416.178	1718.000
416.959	1716.000
417.741	1709.000
418.522	1715.000
419.303	1707.000
420.084	1712.000
420.865	1717.000
421.646	1716.000
422.427	1711.000
423.207	1720.000
423.988	1714.000
424.769	1712.000
425.549	1714.000
426.330	1715.000
427.110	1715.000
427.891	1713.000
428.671	1713.000
429.451	1714.000
430.231	1716.000
431.011	1716.000
431.791	1716.000
432.571	1718.000
433.351	1717.000
434.131	1716.000
434.911	1714.000
435.690	1713.000
436.470	1715.000
437.250	1715.000
438.029	1716.000
438.808	1715.000
439.588	1718.000
440.367	1717.000
441.146	1717.000
441.925	1717.000
442.704	1721.000
443.483	1715.000
444.262	1718.000
445.041	1719.000
445.820	1716.000
446.598	1720.000
447.377	1712.000
448.156	1722.000
448.934	1724.000
449.712	1726.000
450.491	1726.000
451.269	1726.000
452.047	1725.000
452.825	1726.000
453.603	1731.000
454.381	1727.000
455.159	1724.000
455.937	1724.000
456.715	1726.000
457.493	1722.000
458.270	1727.000
459.048	1719.000
459.825	1724.000
460.603	1719.000
461.380	1724.000
462.157	1721.000
462.934	1721.000
463.712	1715.000
464.489	1726.000
465.266	1720.000
466.043	1713.000
466.819	1715.000
467.596	1724.000
468.373	1718.000
469.150	1720.000
469.926	1722.000
470.703	1718.000
471.479	1721.000
472.255	1724.000
473.032	1719.000
473.808	1714.000
474.584	1722.000
475.360	1712.000
476.136	1714.000
476.912	1721.000
477.688	1722.000
478.464	1719.000
479.239	1718.000
480.015	1722.000
480.790	1714.000
481.566	1720.000
482.341	1715.000
483.117	1718.000
483.892	1717.000
