Fit-Time_MAPI_1pct_AVA_S1_20_5min,Peak1Area_MAPI_1pct_AVA_S1_20_5min,Peak1Amplitude_MAPI_1pct_AVA_S1_20_5min,Peak1Pos_MAPI_1pct_AVA_S1_20_5min,Peak1FWHM_MAPI_1pct_AVA_S1_20_5min,Peak1Alpha_MAPI_1pct_AVA_S1_20_5min
0.0,7.89614862321422e-09,1.2928790893560143,1.6276890443627745,8.211866390794853e-05,0.3852354791790698
0.4999288655077767,4.501940348324163e-18,1.845642114884273e-06,1.798,9.460214439482861e-05,1.2949788146677837e-05
0.9998577310155534,1.5612442587064196e-24,0.0001210894646531068,1.73084579271221,8.004983628895346e-05,0.6051681765601189
1.4997865965233301,3.6963939778906636e-09,0.10370401789158534,1.6193186295345467,0.004985209119183764,0.0001703841873089416
1.9997154620311068,0.0021548498073899296,0.2718450085219414,1.6191672791192229,0.007444986082390859,0.0013849684985040203
2.4996443275388835,6.975251246836087e-10,0.01568150534261505,1.6088398275372247,0.0011550823475454663,0.0034182392803030373
2.99957319304666,2.578019919381638e-09,0.15371044216522534,1.7352645665207895,0.0009150725666018378,0.0023220905557038087
3.499502058554437,3.553277489675741e-19,2.7171605860375407e-15,1.68091978549134,0.012872453607236878,0.1290470112317903
3.999430924062214,0.01619884502126803,0.8259625390997044,1.7877491231875804,0.016584520434883343,0.6253603905462848
4.49935978956999,0.06490779463346491,5.991682445628779,1.7860109517908012,0.009005394892302787,0.7334840843870194
4.999288655077766,0.09825620710670363,9.018130499474083,1.7861652471594043,0.008777757150298049,0.9364299585083369
5.499217520585544,0.2585049146886448,2.177098729640319,1.7835629745341344,0.11154716076400306,3.612041124646649e-41
5.9991463860933205,0.1459668259409258,10.865862221795206,1.7862814219635843,0.01071871630080845,0.9999999999999999
6.499075251601097,4.105184803514918e-05,0.016431807513726623,1.6218964642624532,0.00231822500437584,0.07114678128378683
6.999004117108873,1.0942604123053952e-09,0.8591779239974175,1.6070676055869926,0.003710163396110522,9.213006308589955e-06
7.498932982616649,7.676929590957165e-22,0.0004469606035960152,1.6109272497913332,8.004983628939755e-05,0.8568086660567582
7.998861848124427,0.13810796167940884,10.60388739514753,1.7863022238421185,0.010516054935951757,0.921745922348436
8.498790713632204,2.112760799428067e-23,1.5993878887120858e-08,1.400669155966755,8.004983678810973e-05,0.00010636405094381931
8.99871957913998,6.430051829924225e-32,1.917148232494388e-18,1.6570543225461616,8.004984988296826e-05,0.014810196332704806
9.498648444647758,5.013598191379326e-24,0.03441684651835477,1.5363625375772914,8.004983628873141e-05,7.507976843459482e-05
9.998577310155534,3.1355021792486148e-30,0.0003760936645168495,1.456594916588158,8.004983628895346e-05,0.48962465443004194
10.49850617566331,0.11879096471766686,9.677349200647033,1.786388381439542,0.010136665794055144,0.7758818920792686
10.998435041171087,0.1301786512447817,10.923235111082912,1.7864802322043691,0.009787592055130245,0.8111876899333899
11.498363906678863,4.621463013714854e-30,0.09286927748826122,1.609905969723636,8.004983628873141e-05,0.0003045816494855512
11.998292772186641,0.13005126108844772,11.059165013411995,1.786527275938633,0.009577455397478785,0.8652558999966871
12.498221637694417,0.12128365772929776,10.721440163442153,1.786452995194478,0.00939027239178114,0.74247489207424
12.998150503202194,0.12234046034021318,10.859892975914008,1.7865442118151482,0.009374550864727604,0.7267263884875541
13.498079368709972,0.12659540571780173,12.470801935029787,1.7860241502698189,0.008162257915196536,0.9492952199384803
13.998008234217748,2.911868250757769e-32,1.4022414824687779e-11,1.69116554061931,8.004983628895346e-05,0.7380659169813968
14.497937099725526,3.874519489317832e-34,0.0005419371379661975,1.6589685937783067,8.004983628895346e-05,6.482926957864736e-11
14.997865965233302,0.13194226140613458,11.10095653462967,1.7861088731288648,0.00968040642482082,0.8650992213612337
15.497794830741078,1.919034588725142e-24,1.2861356036881478e-11,1.6257218060108385,8.004989605159274e-05,0.9950038776197895
15.997723696248855,0.13211158779313753,11.215105298796354,1.785759051273516,0.0096751392990575,0.8106917437110996
16.49765256175663,0.12092353812091432,10.965459262169553,1.785938570718568,0.009138762431387448,0.753174302036673
