Original_Frame_Index,Frame Index,Crystallite_Domain_Size_nm,Peak_Center_q_A_inv,Measured_FWHM_q_A_inv
249,248,50.307688595833454,0.9533415679436179,0.011634011661144474
250,249,49.78668061399204,0.9533557151915975,0.011747702992306543
251,250,50.37372493491502,0.953256716258448,0.011619775053925354
252,251,49.56014212099272,0.9533893913425707,0.011797907113209412
253,252,48.60270075719882,0.9534935463677697,0.012015426505337446
254,253,49.99146395683171,0.9533264355395143,0.011702724386266706
255,254,49.5688670776976,0.9533020824492834,0.011795964767580519
256,255,50.553697872108124,0.9533571892442129,0.011581170239092038
257,256,51.036497953937236,0.9532443828608478,0.011478997783487844
258,257,50.360943990986726,0.953260941673138,0.01162252745451423
259,258,50.216129493130445,0.9532965456760562,0.011653814666563579
260,259,49.746889039104786,0.9533310370181266,0.01175648718741296
261,260,49.9539746957128,0.9533611749873779,0.011710930047850482
262,261,50.19252447938103,0.9533608324271985,0.011658932217335416
263,262,49.975219009151424,0.9533614768960349,0.01170627852451538
264,263,49.78575617623745,0.9533353176418351,0.011747906902193024
265,264,49.352277740323835,0.9534317773147638,0.011844391432127687
266,265,49.792339886695146,0.9533614490686185,0.01174645485624732
267,266,48.826954140656845,0.9534053214123647,0.011963689452775464
268,267,50.43471721574348,0.9532164004558698,0.011606660103242955
269,268,48.95043941470779,0.9534887922562753,0.011935409127228557
270,269,50.134190828676985,0.9532636706025637,0.011671600266977738
271,270,49.48650849453492,0.9533549028191985,0.01181432755870999
272,271,50.02716752217213,0.9532724704545704,0.011694921387288032
273,272,50.730933242995455,0.9531776398324009,0.011543429280736175
274,273,49.9181345981278,0.9532887545291341,0.011718786642188478
275,274,50.10337900369974,0.9532939066556602,0.011678303827802503
